ID,author_year,country,cohort_name,cohort_abbrev,study_design,estimateType,analysis_type,temporality,exposure_characteristic,exposure_dx_class,outcome_characteristic,outcome_dx_class,dx_pair,exposure_modified_label,outcome_modified_label,pair,mood_anx_unadj,mood_anx_adj,bi3_ago_unadj,bi3_ago_adj,bi3_ocd_unadj,bi3_ocd_adj,bi3_gad_unadj,bi3_gad_adj,bi3_pd_unadj,bi3_pd_adj,bi3_pts_unadj,bi3_pts_adj,bi3_so_unadj,bi3_so_adj,bi3_sp_unadj,bi3_sp_adj,bi3_anx_unadj,bi3_anx_adj,dep_ocd_unadj,dep_ocd_adj,dep_gad_unadj,dep_gad_adj,dep_pds_unadj,dep_pds_adj,dep_pts_unadj,dep_pts_adj,dep_so_unadj,dep_so_adj,dep_sp_unadj,dep_sp_adj,dep_anx_unadj,dep_anx_adj,dep_ago_unadj,dep_ago_adj,dys_ago_unadj,dys_ago_adj,dys_ocd_unadj,dys_ocd_adj,dys_gad_unadj,dys_gad_adj,dys_pds_unadj,dys_pds_adj,dys_pts_unadj,dys_pts_adj,dys_so_unadj,dys_so_adj,dys_sp_unadj,dys_sp_adj,dys_anx_unadj,dys_anx_adj,mood_gad_unadj,mood_gad_adj,mood_so_unadj,mood_so_adj,mood_sp_unadj,mood_sp_adj,type1,UnadjRate1,UnadjLowerCI1,UnadjUpperCI1,PValue_Unadjusted,type2,AdjRate1,AdjLowerCI1,AdjUpperCI1,PValue_Adjusted,type3,a,c,b,d
118,"Merikangas et al, 2011",Multiple countries,The World Mental Health Survey (WMHS),WMHS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar I disorder-anxiety disorder,bipolar I,anxiety disorder,bipolar disorder-anxiety disorder,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9.72,7.72,12.23,,,,,,
118,"Merikangas et al, 2011",Multiple countries,The World Mental Health Survey (WMHS),WMHS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar II disorder-separation anxiety disorder,bipolar II,SAD,bipolar II-SAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.9,5.4,11.7,,,,,,
120,"Mitchell et al, 2004",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-panic disorder,bipolar disorder,panic disorder,bipolar disorder-panic disorder,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9.1,3.3,24.8,,,,,,
120,"Mitchell et al, 2004",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-agoraphobia,bipolar disorder,agoraphobia,bipolar disorder-agoraphobia,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.5,0.7,18.3,,,,,,
120,"Mitchell et al, 2004",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-social phobia,bipolar disorder,social phobia,bipolar disorder-social phobia,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.1,1.1,15.5,,,,,,
120,"Mitchell et al, 2004",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-GAD,bipolar disorder,GAD,bipolar disorder-GAD,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.3,1.9,10.1,,,,,,
120,"Mitchell et al, 2004",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-OCD,bipolar disorder,OCD,bipolar disorder-OCD,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,11.5,2.3,58.5,,,,,,
120,"Mitchell et al, 2004",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-PTSD,bipolar disorder,PTSD,bipolar disorder-PTSD,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.9,1,15.5,,,,,,
120,"Mitchell et al, 2004",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-anxiety disorder,bipolar disorder,anxiety disorder,bipolar disorder-anxiety disorder,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,8.9,4.4,16.8,,,,,,
121,"Mergl et al, 2007",Germany,,,cross-sectional,odds ratios,logistic regression,period-prevalence,,mood disorder,,anxiety disorder,depressive disorder-anxiety disorder,mood disorder,anxiety disorder,mood disorder-anxiety disorder,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,8.53,4.99,14.56,,,,,,,,,,,
121,"Mergl et al, 2007",Germany,,,cross-sectional,odds ratios,logistic regression,period-prevalence,,mood disorder,,anxiety disorder,major depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.17,4.16,12.34,,,,,,,,,,,
121,"Mergl et al, 2007",Germany,,,cross-sectional,odds ratios,logistic regression,period-prevalence,,mood disorder,,anxiety disorder,dysthymia-anxiety disorder,dysthymia,anxiety disorder,dysthymia-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Overall,3.39,1.34,8.57,,,,,,,,,,,
123,"Vaiva et al, 2008",France,Sant_ mentale en population g_n_rale (SMPG),SMPG,cross-sectional,odds ratios,logistic regression,period-prevalence,,anxiety disorder,,mood disorder,PTSD-depressive episode,PTSD,depression,PTSD-depression,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,0.552,0.546,0.558,,,,,,
123,"Vaiva et al, 2008",France,Sant_ mentale en population g_n_rale (SMPG),SMPG,cross-sectional,odds ratios,logistic regression,period-prevalence,,anxiety disorder,,mood disorder,PTSD-dysthymia,PTSD,dysthymia,PTSD-dysthymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,Overall,1.106,1.105,1.107,,,,,,
124,"Autonell  et al, 2007",Spain,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD-Spain,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-GAD,dysthymia,GAD,dysthymia-GAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,Overall,15.43,7.03,33.88,,,,,,
124,"Autonell  et al, 2007",Spain,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD-Spain,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-social phobia,dysthymia,social phobia,dysthymia-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,Overall,5.54,1.57,19.58,,,,,,
124,"Autonell  et al, 2007",Spain,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD-Spain,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-specific phobia,dysthymia,specific phobia,dysthymia-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,Overall,3.72,1.51,9.18,,,,,,
124,"Autonell  et al, 2007",Spain,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD-Spain,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-PTSD,dysthymia,PTSD,dysthymia-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,Overall,9.74,3.19,29.7,,,,,,
124,"Autonell  et al, 2007",Spain,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD-Spain,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-agoraphobia,dysthymia,agoraphobia,dysthymia-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,14.7,5.03,42.99,,,,,,
126,"Rueda-Jaimes et al, 2008",Colombia,,,cross-sectional,odds ratios,logistic regression,period-prevalence,,anxiety disorder,,mood disorder,OCD-MDD,OCD,depression,OCD-depression,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.6,3.45,12.61,,,,,,,,,,,
126,"Rueda-Jaimes et al, 2008",Colombia,,,cross-sectional,odds ratios,logistic regression,period-prevalence,,anxiety disorder,,mood disorder,OCD-MDD,OCD,depression,OCD-depression,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.42,2.34,17.63,,,,,,
127,"Arillo Crespo et al, 1998",Spain,,,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,depression-simple phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.86,2.22,10.63,,,,,,,,,,,
127,"Arillo Crespo et al, 1998",Spain,,,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,depression-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,4.15,1.85,9.31,,,,,,,,,,,
127,"Arillo Crespo et al, 1998",Spain,,,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.56,2.57,16.76,,,,,,,,,,,
127,"Arillo Crespo et al, 1998",Spain,,,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.37,1.77,16.27,,,,,,,,,,,
127,"Arillo Crespo et al, 1998",Spain,,,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,depression-PTSD,depression,PTSD,depression-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,10.74,3.92,29.46,,,,,,,,,,,
127,"Arillo Crespo et al, 1998",Spain,,,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,depression-panic,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,10.67,,,0.001,,,,,,,,,,
129,"Murphy et al, 2004",Canada,The Stirling County Study,The Stirling County Study,prospective cohort,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,anxiety-depression,anxiety disorder,depression,anxiety disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,69,5,66,1061
130,"McCabe et al, 2006",Canada,The Canadian Community Health Survey-Mental Health and Well-Being (CCHS),CCHS 1.2,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDD-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.85,1.6,14.73,,Overall,19,60,333,12268
131,"Depla et al, 2008",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,specific phobia-major depression,specific phobia,depression,specific phobia-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.5,4,7.6,,,,,,
131,"Depla et al, 2008",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,specific phobia-bipolar disorder,specific phobia,bipolar disorder,specific phobia-bipolar disorder,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.4,2.5,7.6,,,,,,
131,"Depla et al, 2008",Netherlands,The Netherlands Mental Health Survey and Incidence Study (NEMESIS),NEMESIS,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,specific phobia-dysthymia,specific phobia,dysthymia,specific phobia-dysthymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,Overall,4,2.8,5.7,,,,,,
132,"Magee at al, 1996",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,agoraphobia-dysthymia,agoraphobia,dysthymia,agoraphobia-dysthymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,Overall,3.14,2.25,4.4,,,,,,,,,,,
132,"Magee at al, 1996",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime ,mood disorder,agoraphobia-mood disorder,agoraphobia,mood disorder,agoraphobia-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.03,3.9,6.5,,,,,,,,,,,
132,"Magee at al, 1996",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,simple phobia-dysthymia,specific phobia,dysthymia,specific phobia-dysthymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,Overall,3.42,2.66,4.39,,,,,,,,,,,
132,"Magee at al, 1996",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,simple phobia-mood disorder,specific phobia,mood disorder,specific phobia-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Overall,4.66,3.79,5.73,,,,,,,,,,,
132,"Magee at al, 1996",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,social phobia-dysthymia,social phobia,dysthymia,social phobia-dysthymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,Overall,3.15,2.37,4.19,,,,,,,,,,,
132,"Magee at al, 1996",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,social phobia-mood disorder,social phobia,mood disorder,social phobia-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,Overall,3.74,3.14,4.45,,,,,,,,,,,
134,"Faravelli et al, 2004",Italy,The Sesto Fiorentino study,The Sesto Fiorentino study,cross-sectional,odds ratios,raw data,period-prevalence,,mood disorder,,anxiety disorder,major depression-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3,25,61,2274
134,"Faravelli et al, 2004",Italy,The Sesto Fiorentino study,The Sesto Fiorentino study,cross-sectional,odds ratios,raw data,period-prevalence,,mood disorder,,anxiety disorder,major depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,12,26,52,2273
134,"Faravelli et al, 2004",Italy,The Sesto Fiorentino study,The Sesto Fiorentino study,cross-sectional,odds ratios,raw data,period-prevalence,,mood disorder,,anxiety disorder,major depression-specific phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3,14,61,2285
134,"Faravelli et al, 2004",Italy,The Sesto Fiorentino study,The Sesto Fiorentino study,cross-sectional,odds ratios,raw data,period-prevalence,,mood disorder,,anxiety disorder,major depression-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7,19,57,2280
134,"Faravelli et al, 2004",Italy,The Sesto Fiorentino study,The Sesto Fiorentino study,cross-sectional,odds ratios,raw data,period-prevalence,,mood disorder,,anxiety disorder,major depression-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,25,44,39,2255
134,"Faravelli et al, 2004",Italy,The Sesto Fiorentino study,The Sesto Fiorentino study,cross-sectional,odds ratios,raw data,period-prevalence,,mood disorder,,anxiety disorder,dysthymia-panic disorder,dysthymia,panic disorder,dysthymia-panic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5,23,14,2321
134,"Faravelli et al, 2004",Italy,The Sesto Fiorentino study,The Sesto Fiorentino study,cross-sectional,odds ratios,raw data,period-prevalence,,mood disorder,,anxiety disorder,dysthymia-social phobia,dysthymia,social phobia,dysthymia-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,Overall,3,35,16,2309
134,"Faravelli et al, 2004",Italy,The Sesto Fiorentino study,The Sesto Fiorentino study,cross-sectional,odds ratios,raw data,period-prevalence,,mood disorder,,anxiety disorder,dysthymia-specific phobia,dysthymia,specific phobia,dysthymia-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Overall,5,12,14,2332
134,"Faravelli et al, 2004",Italy,The Sesto Fiorentino study,The Sesto Fiorentino study,cross-sectional,odds ratios,raw data,period-prevalence,,mood disorder,,anxiety disorder,dysthymia-OCD,dysthymia,OCD,dysthymia-OCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2,24,17,2320
134,"Faravelli et al, 2004",Italy,The Sesto Fiorentino study,The Sesto Fiorentino study,cross-sectional,odds ratios,raw data,period-prevalence,,mood disorder,,anxiety disorder,dysthymia-GAD,dysthymia,GAD,dysthymia-GAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,12,57,7,2287
135,"Andrews et al, 2002",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,depression-panic or agoraphobia,depression,panic or agoraphobia,depression-panic or agoraphobia,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,13.7,,,0.001,Overall,2,,,0.05,,,,,
135,"Andrews et al, 2002",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,17.5,,,0.001,,,,,,,,,,
135,"Andrews et al, 2002",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,depression-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,28.9,,,0.001,Overall,10.2,,,0.001,,,,,
135,"Andrews et al, 2002",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,depression-OCD,depression,OCD,depression-OCD,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,16.9,,,0.001,Overall,2.8,,,0.05,,,,,
135,"Andrews et al, 2002",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,depression-PTSD,depression,PTSD,depression-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,29.3,,,0.001,Overall,6.7,,,0.001,,,,,
135,"Andrews et al, 2002",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-panic or agoraphobia,dysthymia,panic or agoraphobia,dysthymia-panic or agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,Overall,23,,,0.001,Overall,2,,,0.05,,,,,
135,"Andrews et al, 2002",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-social phobia,dysthymia,social phobia,dysthymia-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,Overall,23.5,,,0.001,,,,,,,,,,
135,"Andrews et al, 2002",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-GAD,dysthymia,GAD,dysthymia-GAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Overall,50.2,,,0.001,Overall,12.6,,,0.001,,,,,
135,"Andrews et al, 2002",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-OCD,dysthymia,OCD,dysthymia-OCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Overall,13.4,,,0.001,Overall,0.4,,,0.05,,,,,
135,"Andrews et al, 2002",Australia,The National Survey of Mental Health and Well-Being (NSMHWB),NSMHWB,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-PTSD,dysthymia,PTSD,dysthymia-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,Overall,23.4,,,0.001,Overall,1.6,,,0.05,,,,,
136,"Pietrzak et al, 2012",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime ,mood disorder,PTSD-mood disorder,PTSD,mood disorder,PTSD-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.9,2.22,3.75,,,,,,
136,"Pietrzak et al, 2012",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,PTSD-MDD,PTSD,depression,PTSD-depression,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2,1.51,2.68,,,,,,
136,"Pietrzak et al, 2012",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,PTSD-dysthymia,PTSD,dysthymia,PTSD-dysthymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,Overall,1.24,0.65,2.37,,,,,,
136,"Pietrzak et al, 2012",USA,National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),NESARC,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,PTSD-bipolar II disorder,PTSD,bipolar II,PTSD-bipolar II,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.7,0.74,9.73,,,,,,
137,"Angst et al, 2005",Switzerland,The Zurich Cohort Study,Zurich study,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,OCD-MDD,OCD,depression,OCD-depression,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,1.2,0.4,3.3,,,,,,
